employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-29236613,Christopher,Price,Male,New York,Rochester,2019-08-02,Marketing,SEO Specialist,High School,75180,Good,No,1970-03-06,
00-99714997,Ashley,Mcclain,Male,New York,New York City,2024-05-18,Sales,Sales Consultant,PhD,98922,Satisfactory,No,1964-10-07,
00-74011670,Tammy,Hudson,Male,Ohio,Cleveland,2017-12-21,Operations,Logistics Coordinator,Bachelor,66760,Good,No,1989-04-18,
00-62914246,Stacy,Yates,Male,Pennsylvania,Philadelphia,2023-02-12,IT,Software Developer,Bachelor,88683,Good,No,1980-10-27,
00-59893153,Natalie,Hopkins,Female,New York,New York City,2016-03-06,Operations,Inventory Specialist,High School,61774,Good,Yes,2001-05-16,
00-88448668,Hunter,Frank,Male,New York,Buffalo,2017-03-20,Marketing,Marketing Coordinator,Bachelor,67868,Good,Yes,1998-01-07,
00-90193305,Nicholas,Boyd,Female,North Carolina,Greensboro,2020-10-28,Operations,Inventory Specialist,Bachelor,55451,Good,No,1977-01-21,
00-45894863,Nicholas,Smith,Male,New York,Rochester,2024-07-18,IT,IT Support Specialist,High School,61240,Good,No,1963-07-11,
00-86934576,James,Ellis,Female,Michigan,Grand Rapids,2018-09-22,IT,IT Support Specialist,Bachelor,59643,Good,No,1987-06-24,
00-67361937,Kaitlin,Anderson,Female,New York,New York City,2016-07-16,Sales,Sales Consultant,PhD,98221,Satisfactory,Yes,1984-08-31,
00-45513383,Cynthia,Beasley,Male,New York,Buffalo,2020-08-15,Operations,Inventory Specialist,Bachelor,62154,Satisfactory,No,1986-09-25,
00-55113703,Christina,Perez,Male,New York,New York City,2024-09-23,Customer Service,Customer Service Representative,Bachelor,64463,Satisfactory,Yes,1996-02-03,
00-57559274,Vanessa,Simpson,Male,Illinois,Aurora,2022-06-01,HR,Recruiter,Bachelor,71551,Satisfactory,No,2000-12-11,
00-71259490,Rachel,Yang,Female,New York,Rochester,2022-10-18,Customer Service,Support Specialist,High School,58265,Good,Yes,1967-03-11,
00-70213476,John,Hood,Female,Virginia,Norfolk,2022-08-23,Marketing,Marketing Manager,Master,98222,Needs Improvement,No,1971-10-27,
00-76170884,Kari,Mendoza,Male,North Carolina,Charlotte,2022-12-10,Sales,Sales Consultant,Bachelor,74162,Good,No,1976-07-03,
00-98415591,Michelle,Wheeler,Male,New York,Rochester,2023-07-01,Sales,Sales Representative,Bachelor,65743,Good,No,1970-12-08,
00-24290214,Daniel,Escobar,Female,New York,Rochester,2020-05-07,Customer Service,Help Desk Technician,Bachelor,74148,Good,No,2001-08-30,
00-29470394,Heather,Donovan,Female,New York,New York City,2024-12-20,Operations,Inventory Specialist,High School,58591,Good,No,1997-10-30,
00-31662928,Krista,Sweeney,Male,New York,New York City,2017-03-24,IT,Software Developer,Master,98428,Satisfactory,Yes,1980-05-21,
00-99343440,Abigail,Tucker,Male,New York,Rochester,2024-07-29,Sales,Sales Specialist,Master,78814,Good,No,1973-11-04,
00-23738800,Nicole,Rhodes,Male,New York,Buffalo,2019-12-09,IT,Software Developer,Master,86543,Good,No,1970-10-23,
00-14080116,Maria,Palmer,Male,New York,Rochester,2022-10-13,Sales,Sales Manager,Master,95001,Satisfactory,No,1989-08-25,
00-47334666,Dawn,Harding,Male,Pennsylvania,Philadelphia,2022-12-01,Operations,Operations Analyst,Master,74504,Good,No,1965-09-06,
00-99091046,Christina,Sanders,Male,New York,Buffalo,2018-09-11,Operations,Logistics Coordinator,Bachelor,63394,Satisfactory,No,1973-09-12,
00-84146093,Daniel,Mejia,Female,New York,Buffalo,2018-04-11,Customer Service,Support Specialist,High School,62378,Satisfactory,No,1997-07-21,
00-26477859,Kimberly,Costa,Male,New York,Buffalo,2024-06-30,Operations,Inventory Specialist,Bachelor,68602,Good,No,1980-04-12,
00-28234455,Randy,Sanchez,Male,New York,Buffalo,2022-10-04,Operations,Operations Analyst,Bachelor,97732,Satisfactory,Yes,1980-06-20,
00-90946850,Regina,Carroll,Male,New York,New York City,2017-09-08,Sales,Sales Representative,Bachelor,81043,Satisfactory,No,1987-08-22,
00-97221310,Adam,Young,Male,Virginia,Norfolk,2017-08-17,IT,Software Developer,Master,104504,Good,Yes,1966-05-16,
00-88874730,Justin,Aguilar,Female,New York,Buffalo,2018-08-26,Operations,Logistics Coordinator,Bachelor,58389,Good,No,1990-01-29,
00-28096825,Melissa,Bender,Female,New York,New York City,2019-09-11,Operations,Logistics Coordinator,Bachelor,59223,Good,Yes,1980-08-19,
00-74628408,Madison,Casey,Male,Pennsylvania,Philadelphia,2023-05-02,Operations,Operations Analyst,Bachelor,87958,Good,No,1981-01-02,
00-93879393,Steven,Lester,Female,Ohio,Cleveland,2017-09-14,IT,System Administrator,Master,79841,Good,No,1991-07-13,
00-39128328,Johnny,Marsh,Female,New York,New York City,2024-04-17,Operations,Operations Analyst,Bachelor,56298,Good,Yes,1990-04-16,
00-95731725,Daniel,Mccarty,Male,Pennsylvania,Philadelphia,2024-06-24,IT,Software Developer,Bachelor,97081,Satisfactory,Yes,1961-02-22,
00-27876969,Richard,Whitehead,Male,New York,Buffalo,2022-03-08,Finance,Accounts Payable Specialist,Bachelor,60079,Good,No,1979-11-28,
00-91592462,Julia,Taylor,Female,Michigan,Warren,2019-09-06,Sales,Sales Specialist,Bachelor,55081,Good,Yes,2001-08-16,
00-35113062,Kellie,Cooper,Female,New York,New York City,2016-09-11,Customer Service,Customer Service Representative,Bachelor,61651,Satisfactory,No,1982-08-22,
00-15511560,Jesse,Mack,Female,New York,New York City,2015-11-19,HR,HR Assistant,High School,55478,Needs Improvement,Yes,1982-11-11,
00-75728717,Michael,Bradley,Female,New York,Rochester,2019-09-25,Operations,Inventory Specialist,High School,61842,Satisfactory,Yes,1971-12-31,
00-44555653,Peter,Zuniga,Female,Ohio,Columbus,2017-10-12,Operations,Logistics Coordinator,Bachelor,64140,Satisfactory,No,1986-09-08,
00-43739790,Jonathon,Peterson,Male,Michigan,Warren,2024-09-10,Operations,Operations Analyst,Bachelor,68829,Satisfactory,No,1982-01-15,
00-61722970,Samantha,Clark,Female,New York,Buffalo,2024-08-25,Sales,Sales Specialist,Master,80238,Excellent,No,1966-01-12,
00-61359444,Zachary,Blevins,Male,Pennsylvania,Pittsburgh,2024-09-04,Customer Service,Customer Service Manager,Master,96184,Good,No,1985-08-18,
00-76668408,Jennifer,Bradley,Female,New York,New York City,2016-01-22,Marketing,Content Creator,High School,54787,Good,No,1990-12-03,
00-43370067,Steven,Obrien,Female,New York,Rochester,2016-10-31,Customer Service,Support Specialist,High School,62438,Good,No,1985-02-08,
00-34362552,Ashley,Patterson,Female,New York,Buffalo,2015-07-16,Customer Service,Customer Service Representative,High School,57527,Good,No,1984-06-19,
00-36111443,Melissa,Cole,Female,New York,New York City,2016-10-20,Sales,Sales Representative,Bachelor,62255,Excellent,No,2002-09-28,
00-14069642,Jeffrey,Powers,Female,Michigan,Detroit,2022-05-09,Operations,Inventory Specialist,Bachelor,65607,Good,Yes,1984-01-06,
00-16944370,Robert,Andersen,Male,Illinois,Chicago,2019-08-03,Customer Service,Help Desk Technician,Bachelor,94884,Excellent,No,1974-06-06,
00-41264519,Charles,Woods,Female,Pennsylvania,Allentown,2019-05-01,Customer Service,Support Specialist,High School,60338,Excellent,Yes,1975-06-13,
00-27472303,Wendy,Robinson,Male,New York,Buffalo,2021-04-30,Operations,Inventory Specialist,Bachelor,69582,Good,No,1983-10-11,
00-21493731,Erica,Burns,Male,Illinois,Naperville,2022-09-27,Sales,Sales Representative,Bachelor,74370,Excellent,No,1973-07-29,
00-16935203,Jason,Ferrell,Male,New York,New York City,2023-09-11,Marketing,Marketing Coordinator,Bachelor,62732,Good,No,1979-12-18,
00-70917200,Elizabeth,Drake,Female,New York,Rochester,2022-11-23,Sales,Sales Consultant,Master,84427,Satisfactory,No,1992-10-16,
00-95751861,Steven,Bernard,Male,New York,Rochester,2023-02-06,IT,Software Developer,Master,98878,Satisfactory,No,1973-12-06,
00-80529456,Nicole,Parks,Male,New York,New York City,2017-11-30,Operations,Inventory Specialist,Bachelor,70655,Satisfactory,No,1972-02-26,
00-12488036,James,Sandoval,Female,New York,Rochester,2015-09-07,Sales,Sales Representative,Bachelor,54661,Good,No,2002-08-11,
00-30232427,Connie,Vasquez,Male,New York,New York City,2017-07-27,IT,IT Support Specialist,Bachelor,61711,Good,No,1994-05-07,
00-94323045,Jeffery,Silva,Male,Pennsylvania,Philadelphia,2019-02-27,IT,Software Developer,Master,100939,Good,Yes,1973-05-20,
00-26272372,James,Baldwin,Male,New York,Buffalo,2020-07-13,Customer Service,Help Desk Technician,High School,62751,Good,No,1986-05-05,
00-34157538,Marc,Smith,Female,Ohio,Columbus,2017-12-18,Customer Service,Support Specialist,High School,61353,Satisfactory,No,1995-05-08,
00-53399168,Jaime,Perkins,Male,New York,Buffalo,2020-08-22,Customer Service,Support Specialist,High School,58643,Excellent,Yes,1978-03-05,
00-41484420,Matthew,Finley,Male,New York,New York City,2017-05-10,Sales,Sales Representative,Bachelor,81645,Good,No,1985-05-08,
00-93306443,Evelyn,Williams,Female,New York,Rochester,2023-03-14,Sales,Sales Representative,Bachelor,74157,Satisfactory,No,2001-08-16,
00-72352014,Jeffrey,Hubbard,Female,Michigan,Grand Rapids,2024-02-23,Marketing,Marketing Manager,Master,96533,Satisfactory,No,1980-09-11,
00-58422861,Sarah,Vega,Female,Pennsylvania,Pittsburgh,2019-06-02,Customer Service,Support Specialist,Bachelor,56165,Needs Improvement,No,1997-12-06,
00-36534946,Leslie,Moore,Male,New York,New York City,2017-04-03,IT,System Administrator,Bachelor,71603,Good,No,2002-08-03,
00-83926899,Lawrence,Lambert,Female,New York,New York City,2020-05-08,Sales,Sales Specialist,Bachelor,59492,Good,No,1983-04-03,
00-68243617,Lisa,Mitchell,Male,New York,Buffalo,2023-06-24,Sales,Sales Consultant,PhD,66960,Satisfactory,No,1996-06-10,
00-18997633,Eric,Wheeler,Male,Pennsylvania,Philadelphia,2019-01-21,Operations,Inventory Specialist,Bachelor,66584,Needs Improvement,No,1982-02-13,
00-47537455,Jacob,Schmitt,Female,Illinois,Naperville,2016-04-05,Operations,Inventory Specialist,High School,56418,Good,No,2000-06-20,
00-16318880,Joseph,Freeman,Male,New York,New York City,2019-04-24,Marketing,Marketing Coordinator,Bachelor,78085,Good,No,1979-01-04,
00-66800527,Rodney,Salazar,Female,New York,New York City,2020-12-10,Sales,Sales Consultant,Master,90008,Satisfactory,No,1976-08-15,
00-75041138,Arthur,Sanchez,Female,New York,Rochester,2018-05-19,IT,System Administrator,Master,104419,Satisfactory,Yes,1979-03-12,
00-55376919,Lee,Cooper,Female,Pennsylvania,Pittsburgh,2024-06-24,Operations,Logistics Coordinator,Bachelor,58259,Satisfactory,Yes,1988-02-06,
00-55470218,Valerie,Williams,Male,New York,Buffalo,2020-02-27,Marketing,Content Creator,High School,63938,Good,Yes,1995-05-16,
00-54997564,Benjamin,Jenkins,Female,Michigan,Grand Rapids,2015-07-02,Operations,Inventory Specialist,Bachelor,56655,Good,No,2003-11-01,
00-68752214,John,Lee,Female,New York,New York City,2017-05-01,Sales,Sales Specialist,Bachelor,73289,Good,No,1995-04-12,
00-65338168,Joseph,Mahoney,Male,New York,Rochester,2021-05-20,Operations,Inventory Specialist,High School,58858,Good,Yes,1985-07-20,
00-27171287,Anne,Lloyd,Male,New York,Buffalo,2019-11-07,Customer Service,Help Desk Technician,Bachelor,86184,Satisfactory,Yes,1988-06-24,
00-55515474,Peter,Miranda,Male,New York,Rochester,2016-02-11,Marketing,Content Creator,High School,62057,Good,Yes,1992-03-24,
00-28029931,Andrea,Wright,Male,New York,New York City,2015-09-15,Sales,Sales Specialist,Bachelor,62394,Good,Yes,1988-04-15,
00-84281776,Carla,Frye,Female,Pennsylvania,Pittsburgh,2017-02-27,Operations,Logistics Coordinator,Bachelor,66391,Satisfactory,No,1983-12-10,
00-16171992,Tim,Oconnor,Male,New York,Rochester,2022-11-02,IT,IT Support Specialist,Bachelor,63066,Good,No,1996-02-19,
00-63870443,Alexis,Barnes,Male,Michigan,Detroit,2017-01-12,Sales,Sales Representative,Bachelor,66349,Satisfactory,Yes,1998-02-23,
00-45002685,Samuel,Sullivan,Female,Michigan,Grand Rapids,2022-12-18,Sales,Sales Specialist,Bachelor,64116,Satisfactory,No,1991-08-29,
00-37003272,Eric,Booth,Female,New York,Rochester,2023-12-18,IT,Software Developer,Master,102296,Good,Yes,1967-06-15,
00-67142506,Tiffany,Banks,Male,New York,Rochester,2023-09-12,Customer Service,Customer Service Representative,High School,57006,Good,Yes,1980-07-31,
00-60688574,Jennifer,Johnson,Female,Michigan,Warren,2019-05-30,IT,Software Developer,Master,98621,Good,No,1961-12-26,
00-84613348,Kenneth,Barnes,Female,New York,Buffalo,2023-09-27,Customer Service,Customer Service Representative,Bachelor,52910,Good,Yes,1991-09-11,
00-66299666,Michael,Lambert,Female,Florida,Orlando,2020-12-29,Customer Service,Customer Service Representative,High School,54187,Good,No,1986-02-12,
00-58305245,Jonathan,Wood,Male,New York,Buffalo,2020-11-11,Customer Service,Customer Service Representative,High School,64327,Good,No,1982-08-23,
00-93294744,Sheila,Carpenter,Male,New York,Buffalo,2016-01-20,Operations,Operations Analyst,Master,61198,Needs Improvement,No,1975-08-21,
00-63055148,David,Russell,Male,New York,New York City,2021-10-02,Customer Service,Support Specialist,Bachelor,62689,Good,No,1999-07-28,
00-96047846,Marvin,Smith,Female,New York,New York City,2017-07-13,Customer Service,Customer Service Representative,Bachelor,61003,Satisfactory,No,1975-03-24,
00-22300792,Tony,Ryan,Female,Michigan,Grand Rapids,2020-11-07,Customer Service,Support Specialist,High School,61194,Excellent,No,1982-12-18,
00-97660116,Emily,Livingston,Male,North Carolina,Greensboro,2020-03-25,Sales,Sales Specialist,Master,73699,Satisfactory,No,1983-10-26,
00-52551193,Jesse,Taylor,Male,New York,Buffalo,2017-06-09,Sales,Sales Representative,Bachelor,72819,Good,Yes,1998-03-04,
00-19728002,Michaela,Lee,Male,New York,Buffalo,2024-10-07,Customer Service,Customer Service Representative,Bachelor,61056,Good,Yes,1996-06-14,
00-38556312,Caroline,Baker,Female,Pennsylvania,Philadelphia,2023-11-16,Operations,Inventory Specialist,Bachelor,62992,Satisfactory,No,1988-04-25,
00-45697867,Robert,Johnson,Male,New York,New York City,2018-03-11,Operations,Logistics Coordinator,Bachelor,68131,Good,No,2000-02-29,
00-79999514,Heather,Summers,Female,New York,New York City,2024-06-04,IT,Software Developer,Bachelor,76786,Good,No,1979-04-19,
00-68859813,Ariana,Le,Male,New York,New York City,2020-11-14,Operations,Inventory Specialist,Bachelor,69629,Excellent,No,1986-08-09,
00-10368153,Mary,Gould,Male,Pennsylvania,Pittsburgh,2017-06-14,Marketing,Marketing Coordinator,Bachelor,83210,Excellent,No,1998-08-31,
00-89078472,Pamela,Hart,Male,New York,Buffalo,2017-03-13,IT,System Administrator,Master,100411,Good,Yes,1970-02-21,
00-78311568,Stacey,White,Male,New York,New York City,2023-01-25,Customer Service,Support Specialist,High School,59662,Good,Yes,1996-08-21,
00-87833530,Anne,Brooks,Female,New York,Rochester,2017-05-11,Sales,Sales Representative,Bachelor,63504,Good,No,1987-09-21,
00-89119854,Erica,Morales,Male,New York,New York City,2017-06-27,Customer Service,Help Desk Technician,High School,70737,Good,Yes,1980-01-17,
00-39605202,Kerri,Johnson,Male,North Carolina,Charlotte,2022-09-07,IT,System Administrator,Bachelor,95533,Good,Yes,1982-08-20,
00-73031725,Sheena,Ford,Male,New York,Rochester,2024-12-22,Operations,Logistics Coordinator,Bachelor,62999,Satisfactory,No,1984-02-23,
00-76614461,Jennifer,Blanchard,Male,Ohio,Cleveland,2016-09-20,Operations,Logistics Coordinator,Bachelor,71911,Good,Yes,1988-02-05,
00-74930142,Daniel,Johnson,Male,New York,Rochester,2024-03-21,Marketing,Marketing Coordinator,Bachelor,84590,Good,No,1987-09-08,
00-43442775,Brandy,Clark,Female,New York,Buffalo,2015-05-01,IT,System Administrator,Bachelor,98310,Satisfactory,No,1970-03-14,
00-55823741,Cheryl,Bryant,Male,Ohio,Columbus,2019-08-21,Customer Service,Support Specialist,High School,67837,Good,No,1970-09-20,
00-87323806,Thomas,Martin,Male,New York,Rochester,2018-02-14,Marketing,SEO Specialist,Bachelor,71438,Good,No,1980-04-18,
00-59312960,Patrick,Chandler,Male,North Carolina,Charlotte,2017-08-03,IT,Software Developer,Bachelor,93825,Satisfactory,No,1984-01-24,
00-34377790,Deborah,Jennings,Female,New York,New York City,2018-10-21,Sales,Sales Representative,Bachelor,59332,Good,No,1986-10-31,
00-12646902,Gina,Hall,Male,Ohio,Columbus,2015-10-13,Marketing,SEO Specialist,High School,69640,Good,No,1972-08-30,
00-10112761,Cynthia,Combs,Male,New York,New York City,2023-10-15,Operations,Inventory Specialist,Bachelor,60094,Good,Yes,1996-05-29,
00-82167860,Caitlyn,Lane,Male,New York,Rochester,2017-05-27,Operations,Operations Analyst,Master,81893,Good,Yes,1975-08-31,
00-16197870,Krista,Lynch,Female,New York,Rochester,2022-02-13,Operations,Inventory Specialist,Bachelor,57971,Good,No,1995-04-14,
00-37136761,Aaron,Rogers,Male,New York,Rochester,2023-01-10,Finance,Accountant,Bachelor,62056,Good,No,1982-05-16,
00-43002771,Timothy,Moore,Male,New York,New York City,2023-12-24,Sales,Sales Consultant,Master,90643,Excellent,No,1978-05-31,
00-97810060,Robert,Glenn,Female,New York,New York City,2017-12-15,Marketing,Content Creator,Bachelor,58512,Good,No,1974-10-25,
00-53376122,Anita,Wilkerson,Male,New York,Rochester,2019-07-18,Sales,Sales Representative,Bachelor,77104,Satisfactory,No,1973-01-14,
00-92749584,Jesse,Ford,Male,New York,New York City,2023-10-18,Finance,Financial Analyst,Master,84815,Good,Yes,1973-07-21,
00-69566959,Joshua,Gibson,Male,Pennsylvania,Allentown,2023-01-22,Operations,Logistics Coordinator,Bachelor,59855,Good,No,1986-08-09,
00-13706170,Leslie,Oliver,Male,New York,New York City,2022-05-06,Operations,Logistics Coordinator,Bachelor,69851,Good,No,1985-04-18,
00-15902440,Travis,Weaver,Female,New York,Buffalo,2015-12-12,Sales,Sales Consultant,Master,73811,Satisfactory,No,1983-12-25,
00-23329586,Sean,Jackson,Male,New York,Buffalo,2023-08-01,Operations,Logistics Coordinator,Bachelor,61195,Satisfactory,No,1992-10-17,
00-69745642,Sarah,Brown,Female,New York,Buffalo,2015-03-17,Customer Service,Help Desk Technician,Bachelor,85789,Excellent,No,1984-10-15,
00-47282809,Edward,Steele,Male,New York,New York City,2022-07-21,Finance,Financial Analyst,PhD,89192,Satisfactory,No,1992-10-23,
00-98647615,Maria,Burgess,Male,Michigan,Warren,2019-01-11,Marketing,Marketing Coordinator,Bachelor,68561,Satisfactory,No,2003-10-07,
00-36437571,Susan,Pollard,Male,New York,New York City,2018-03-07,Operations,Logistics Coordinator,Bachelor,70710,Satisfactory,No,1991-09-17,
00-98626319,Robert,Ray,Female,New York,New York City,2022-01-21,Sales,Sales Consultant,Bachelor,64679,Good,No,1992-03-12,
00-77610027,Rachel,Green,Female,New York,Buffalo,2024-09-30,Customer Service,Support Specialist,High School,56784,Satisfactory,No,1994-12-28,
00-35026042,Robert,Gordon,Male,North Carolina,Greensboro,2023-05-06,Marketing,Content Creator,Bachelor,72042,Good,Yes,1975-04-29,
00-75738870,Derrick,Ibarra,Female,New York,New York City,2023-07-10,Finance,Accountant,Bachelor,73577,Good,Yes,1979-05-12,
00-53625385,Ricky,Kirk,Female,New York,Buffalo,2017-06-11,Finance,Accountant,Bachelor,78936,Good,No,1993-06-19,
00-77322690,Lori,Short,Female,Michigan,Detroit,2019-09-09,Customer Service,Support Specialist,Bachelor,64316,Good,Yes,1990-06-01,
00-30030751,Ronald,Greer,Female,New York,Rochester,2017-04-14,Operations,Inventory Specialist,High School,54589,Good,No,1978-07-10,
00-77038045,Scott,Neal,Female,New York,Rochester,2018-04-10,Sales,Sales Representative,Bachelor,74074,Good,No,1983-12-30,
00-75636875,Sabrina,Kidd,Female,New York,New York City,2020-03-09,Sales,Sales Consultant,Bachelor,93312,Satisfactory,Yes,1992-06-01,
00-18525488,Michael,Robinson,Male,New York,Buffalo,2017-08-02,Sales,Sales Specialist,Bachelor,80212,Satisfactory,No,1985-10-09,
00-91116100,Steven,King,Male,New York,Buffalo,2020-07-11,Operations,Operations Analyst,Master,56614,Satisfactory,No,1989-01-02,
00-66138561,Amy,Herrera,Male,New York,Rochester,2017-01-06,Customer Service,Support Specialist,High School,63988,Good,Yes,2001-01-24,
00-86766291,Scott,Cochran,Male,New York,Buffalo,2017-09-29,Customer Service,Help Desk Technician,Bachelor,84538,Good,No,2001-09-05,
00-28300985,Catherine,Butler,Male,Michigan,Warren,2017-07-05,Customer Service,Customer Service Representative,High School,63378,Good,No,1989-11-05,
00-88548401,Taylor,Rowe,Male,New York,New York City,2023-01-21,Operations,Logistics Coordinator,Bachelor,66101,Needs Improvement,No,1996-10-02,
00-31369484,Virginia,Miller,Female,New York,Buffalo,2016-12-17,Customer Service,Help Desk Technician,High School,79817,Good,No,1981-05-10,
00-13195779,Christina,Porter,Male,New York,Rochester,2015-06-26,Sales,Sales Specialist,Master,59455,Good,Yes,1989-04-14,
00-26498529,Stephanie,Hernandez,Female,New York,Buffalo,2017-04-29,Operations,Operations Analyst,Master,88499,Excellent,No,1972-02-03,
00-10902071,Eric,Boyd,Female,Pennsylvania,Philadelphia,2017-11-05,Operations,Logistics Coordinator,Bachelor,58061,Good,No,1983-03-27,
00-44704340,Carol,Hunt,Male,New York,New York City,2024-02-26,IT,IT Support Specialist,High School,62448,Excellent,No,1988-10-31,
00-70851542,Patricia,Mcdaniel,Female,Pennsylvania,Allentown,2024-01-28,Sales,Sales Representative,Bachelor,74170,Needs Improvement,No,1984-11-02,
00-58771844,Jasmine,Campos,Male,New York,New York City,2023-04-10,Sales,Sales Representative,Bachelor,77610,Needs Improvement,Yes,1979-08-05,
00-24826090,David,Johnson,Male,New York,Rochester,2022-05-13,Sales,Sales Specialist,Master,68457,Satisfactory,No,1965-03-30,
00-60985357,James,Vasquez,Female,Pennsylvania,Philadelphia,2019-09-08,Marketing,Marketing Coordinator,Bachelor,58034,Satisfactory,No,1962-10-11,
00-66061370,Zachary,Coleman,Female,New York,New York City,2020-05-09,IT,System Administrator,Bachelor,94072,Good,No,1976-07-04,
00-21343943,Paul,Love,Male,New York,New York City,2023-07-30,Operations,Inventory Specialist,High School,60651,Good,No,1984-07-28,
00-51623157,Zachary,Norton,Male,New York,Rochester,2018-01-29,Sales,Sales Consultant,Master,64592,Good,No,1995-01-04,
00-75974746,Hannah,Stuart,Female,New York,Buffalo,2024-06-04,Operations,Inventory Specialist,Bachelor,59618,Good,Yes,1975-06-19,
00-63619787,Nicholas,Key,Female,New York,Buffalo,2024-12-03,Customer Service,Customer Service Representative,Bachelor,61198,Good,No,1978-04-24,
00-68119444,Barbara,Richardson,Female,Michigan,Grand Rapids,2018-01-25,Operations,Inventory Specialist,Bachelor,57521,Good,Yes,1999-02-07,
00-62888348,Drew,Aguilar,Male,New York,Rochester,2015-03-16,IT,IT Support Specialist,High School,67379,Satisfactory,No,1979-10-13,
00-11130200,Priscilla,Beard,Male,Pennsylvania,Philadelphia,2020-10-22,IT,System Administrator,Bachelor,79707,Good,No,1988-09-12,
00-96001439,Kathleen,Baker,Female,North Carolina,Greensboro,2017-08-05,IT,Software Developer,Master,100271,Good,No,1981-07-27,
00-54229072,Gail,Allen,Female,New York,New York City,2023-05-25,Sales,Sales Representative,Bachelor,69658,Satisfactory,No,1990-06-21,
00-75902440,Emily,Nelson,Male,New York,Rochester,2018-11-22,IT,IT Support Specialist,Bachelor,66581,Good,No,1987-03-09,
00-93645168,Raymond,Smith,Male,New York,Rochester,2020-08-12,Customer Service,Support Specialist,Bachelor,69803,Good,No,1977-06-22,
00-28033466,Cassandra,Rowland,Male,New York,New York City,2020-08-04,Sales,Sales Consultant,Master,71518,Good,No,2004-06-19,
00-29272495,Erin,Hawkins,Female,New York,Rochester,2019-07-22,Customer Service,Support Specialist,Bachelor,52817,Good,No,1998-11-21,
00-47027175,Scott,Galvan,Female,New York,New York City,2017-02-16,Sales,Sales Specialist,PhD,78690,Excellent,No,1982-02-10,
00-20335434,Thomas,Holt,Female,New York,Buffalo,2022-10-30,Customer Service,Customer Service Representative,Bachelor,61270,Excellent,No,1980-11-24,
00-15448206,Jennifer,Morales,Male,New York,New York City,2019-12-05,IT,System Administrator,Master,70710,Satisfactory,No,1961-12-08,
00-89847709,Rachel,Richardson,Female,New York,Buffalo,2023-01-16,Operations,Logistics Coordinator,Bachelor,59179,Good,No,1990-11-24,
00-41159925,Timothy,Banks,Male,New York,New York City,2021-10-09,Finance,Financial Analyst,PhD,71714,Satisfactory,No,1960-09-08,
00-46994334,Stacy,Ruiz,Female,New York,New York City,2015-04-21,Sales,Sales Consultant,PhD,110429,Excellent,Yes,1986-01-04,
00-74283943,Brian,Perez,Female,Pennsylvania,Pittsburgh,2017-06-14,Customer Service,Customer Service Representative,High School,53554,Good,Yes,2003-04-13,
00-67954180,Theresa,Riley,Male,Virginia,Virginia Beach,2017-10-12,Finance,Accountant,Bachelor,61939,Good,Yes,1984-01-22,
00-31773752,Scott,Gray,Female,New York,New York City,2023-09-29,Marketing,Content Creator,Bachelor,61365,Satisfactory,No,1980-03-23,
00-43174825,Edward,Barr,Male,New York,Rochester,2016-06-09,Finance,Financial Analyst,PhD,71435,Excellent,No,1986-07-23,
00-35490427,Christopher,Brown,Female,Michigan,Detroit,2024-01-27,Operations,Inventory Specialist,High School,58812,Excellent,No,1984-06-05,
00-12659953,Christopher,House,Male,New York,Rochester,2023-08-10,Marketing,Content Creator,Bachelor,67118,Good,Yes,1984-05-26,
00-78224244,Sara,Williams,Male,North Carolina,Raleigh,2017-07-02,Operations,Logistics Coordinator,Bachelor,70304,Good,No,1987-06-17,
00-57464991,Brent,Rodriguez,Male,Michigan,Warren,2017-08-04,Finance,Accountant,Bachelor,66247,Satisfactory,No,1995-05-16,
00-56055222,Jillian,Johnson,Male,New York,New York City,2020-03-09,Customer Service,Customer Service Representative,Bachelor,70206,Satisfactory,No,1970-03-21,
00-27908635,Alexander,Williams,Male,Michigan,Warren,2022-05-16,Sales,Sales Representative,Bachelor,63568,Satisfactory,No,1981-07-18,
00-86438765,Elizabeth,Cunningham,Female,New York,Buffalo,2019-03-05,Operations,Inventory Specialist,High School,61971,Satisfactory,No,1991-01-10,
00-47108532,Gina,Conrad,Female,New York,Rochester,2017-03-31,Sales,Sales Specialist,Master,75102,Good,Yes,1976-03-11,
00-43950587,Jacqueline,Williamson,Male,New York,Rochester,2018-01-13,Finance,Financial Analyst,Master,69215,Good,No,1974-05-11,
00-38336171,Christopher,Fritz,Female,New York,Rochester,2018-03-08,Customer Service,Support Specialist,High School,57393,Excellent,No,1974-09-14,
00-83310676,Christine,Blackwell,Male,New York,New York City,2017-05-22,HR,HR Coordinator,Master,56876,Satisfactory,Yes,2004-01-08,
00-21944341,Rebecca,Gibbs,Female,New York,Rochester,2022-07-03,Operations,Operations Analyst,Bachelor,72783,Good,No,2001-05-14,
00-63340366,Joseph,Murray,Female,New York,Rochester,2024-09-26,Marketing,Content Creator,Bachelor,62711,Needs Improvement,No,1998-11-04,
00-43211214,Desiree,Dalton,Male,New York,Buffalo,2022-05-10,Sales,Sales Specialist,PhD,82784,Good,No,1967-04-22,
00-82827764,Danielle,Parrish,Female,New York,Rochester,2022-06-13,Customer Service,Support Specialist,Bachelor,58584,Good,No,2003-05-27,
